Sentiment,Phrase
0,'s neglected over the years
0,neglected over the years
0,neglected
0,It should have stayed there .
0,should have stayed there .
0,should have stayed there
1,have stayed there
0,... in the pile of useless actioners from MTV schmucks who do n't know how to tell a story for more than four minutes .
0,in the pile of useless actioners from MTV schmucks who do n't know how to tell a story for more than four minutes
0,in the pile of useless actioners
0,the pile of useless actioners
0,of useless actioners
0,useless actioners
0,useless
0,from MTV schmucks who do n't know how to tell a story for more than four minutes
0,MTV schmucks who do n't know how to tell a story for more than four minutes
0,MTV schmucks
0,schmucks
0,who do n't know how to tell a story for more than four minutes
0,a story for more than four minutes
1,more than four
0,It is not the first time that director Sara Sugarman stoops to having characters drop their pants for laughs and not the last time she fails to provoke them .
0,is not the first time that director Sara Sugarman stoops to having characters drop their pants for laughs and not the last time
0,that director Sara Sugarman stoops to having characters drop their pants for laughs and not the last time
0,director Sara Sugarman stoops to having characters drop their pants for laughs and not the last time
0,stoops to having characters drop their pants for laughs and not the last time
1,characters drop their pants for laughs and not the last time
1,for laughs and not the last time
1,laughs and not the last time
0,she fails to provoke them .
0,fails to provoke them .
0,fails to provoke them
1,to provoke them
0,"There 's no point of view , no contemporary interpretation of Joan 's prefeminist plight , so we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity ."
0,"There 's no point of view , no contemporary interpretation of Joan 's prefeminist plight , so"
0,"There 's no point of view , no contemporary interpretation of Joan 's prefeminist plight ,"
0,"'s no point of view , no contemporary interpretation of Joan 's prefeminist plight"
0,"no point of view , no contemporary interpretation of Joan 's prefeminist plight"
0,no point
1,contemporary
0,we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity
0,'re left thinking the only reason to make the movie is because present standards allow for plenty of nudity
0,left thinking the only reason to make the movie is because present standards allow for plenty of nudity
0,thinking the only reason to make the movie is because present standards allow for plenty of nudity
1,the only reason
1,plenty of nudity
0,nudity
1,There is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye .
1,is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye .
1,is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye
1,a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye
1,a strong directorial stamp
1,strong directorial stamp
1,on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye
1,every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye
1,of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye
1,this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye
1,this stylish film
1,stylish film
1,stylish
1,that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye
1,is able to visualize schizophrenia
0,visualize schizophrenia
1,confident enough to step back and look at the sick character with a sane eye
1,confident enough
0,the sick character
0,sick character
0,sick
1,"Romantic , riveting and handsomely animated ."
1,"Romantic , riveting and handsomely"
1,", riveting and handsomely"
1,riveting and handsomely
1,riveting and
1,handsomely
0,This overproduced piece of dreck is shockingly bad and absolutely unnecessary .
0,This overproduced piece of dreck
0,This overproduced piece
0,overproduced piece
0,overproduced
0,of dreck
0,is shockingly bad and absolutely unnecessary .
0,is shockingly bad and absolutely unnecessary
0,shockingly bad and absolutely unnecessary
0,shockingly bad and
0,shockingly bad
0,absolutely unnecessary
1,absolutely
0,As saccharine as it is disposable .
0,saccharine as
0,it is disposable .
0,is disposable
0,disposable
1,Captures the raw comic energy of one of our most flamboyant female comics .
1,Captures the raw comic energy of one of our most flamboyant female comics
1,Captures the raw comic energy of one
1,the raw comic energy
1,raw comic energy
1,comic energy
1,energy
1,of our most flamboyant female comics
1,our most flamboyant female comics
1,most flamboyant female comics
1,flamboyant female comics
1,"A subtle , poignant picture of goodness that is flawed , compromised and sad"
1,"A subtle , poignant picture"
1,"subtle , poignant picture"
1,subtle
1,", poignant picture"
1,poignant picture
1,"of goodness that is flawed , compromised and sad"
0,"goodness that is flawed , compromised and sad"
1,goodness
0,"that is flawed , compromised and sad"
0,"is flawed , compromised and sad"
0,"flawed , compromised and sad"
0,", compromised and sad"
0,compromised and sad
1,compromised and
1,"An exceptionally acted , quietly affecting cop drama ."
1,An exceptionally
1,exceptionally
1,"acted , quietly affecting cop drama ."
1,"acted , quietly affecting cop drama"
1,quietly affecting cop drama
0,"Even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities ."
0,", the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities ."
0,the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .
1,deserves the dignity of an action hero motivated by something more than franchise possibilities
1,the dignity of an action hero motivated by something more than franchise possibilities
1,an action hero motivated by something more than franchise possibilities
1,motivated by something more than franchise possibilities
1,motivated
1,than franchise possibilities
1,franchise possibilities
1,"Perfectly pitched between comedy and tragedy , hope and despair , About Schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness ."
1,"Perfectly pitched between comedy and tragedy , hope and despair"
1,comedy and
0,despair
1,instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness .
1,comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness .
1,comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness
1,comes far closer than many movies
1,far closer than many movies
1,closer than many movies
0,expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness
0,consuming self-absorption
1,"She nearly glows with enthusiasm , sensuality and a conniving wit ."
1,"nearly glows with enthusiasm , sensuality and a conniving wit ."
1,"glows with enthusiasm , sensuality and a conniving wit ."
1,"glows with enthusiasm , sensuality and a conniving wit"
1,glows
1,"with enthusiasm , sensuality and a conniving wit"
1,"enthusiasm , sensuality and a conniving wit"
1,"enthusiasm ,"
1,sensuality and a conniving wit
1,sensuality
1,conniving wit
1,Despite modest aspirations its occasional charms are not to be dismissed .
1,Despite modest aspirations
1,its occasional charms are not to be dismissed .
1,its occasional charms
1,occasional charms
1,charms
1,are not to be dismissed .
1,are not to be dismissed
1,not to be dismissed
0,to be dismissed
0,So exaggerated and broad that it comes off as annoying rather than charming .
0,So exaggerated and broad
0,exaggerated and broad
0,exaggerated and
0,that it comes off as annoying rather than charming
0,it comes off as annoying rather than charming
0,comes off as annoying rather than charming
0,off as annoying rather than charming
0,annoying rather than charming
1,"Strange , funny , twisted , brilliant and macabre ."
1,"Strange , funny , twisted , brilliant and macabre"
1,"funny , twisted , brilliant and macabre"
1,", twisted , brilliant and macabre"
1,"twisted , brilliant and macabre"
0,twisted
1,", brilliant and macabre"
1,brilliant and macabre
1,brilliant and
0,"The film has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo ."
0,"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo ."
0,"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo"
0,"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and"
0,"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted"
0,"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed"
0,"has the thrown-together feel of a summer-camp talent show : hastily written ,"
0,has the thrown-together feel of a summer-camp talent show : hastily written
0,the thrown-together feel of a summer-camp talent show : hastily written
0,the thrown-together feel
0,thrown-together feel
0,thrown-together
0,of a summer-camp talent show : hastily written
0,a summer-camp talent show : hastily written
0,summer-camp talent show
0,hastily written
0,underrehearsed
0,arbitrarily plotted
0,filled with crude humor and vulgar innuendo
0,with crude humor and vulgar innuendo
0,crude humor and vulgar innuendo
0,crude
0,and vulgar innuendo
0,vulgar innuendo
0,innuendo
0,through even when the movie does n't
1,"A rock-solid gangster movie with a fair amount of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics ."
1,"A rock-solid gangster movie with a fair amount of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics"
1,A rock-solid gangster movie with a fair amount
1,A rock-solid gangster movie
1,rock-solid gangster movie
1,rock-solid
0,gangster
1,fair amount
1,"of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics"
1,"suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics"
1,"suspense , intriguing characters and bizarre bank robberies ,"
1,"suspense , intriguing characters and bizarre bank robberies"
1,"suspense , intriguing characters and"
1,"suspense , intriguing characters"
1,"suspense ,"
1,intriguing characters
1,plus
1,"It 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate Gantz brothers as ordinary , pasty lumpen ."
1,"'s both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate Gantz brothers as ordinary , pasty lumpen"
1,degrading and strangely liberating
0,degrading and
1,strangely liberating
1,liberating
1,"to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate Gantz brothers as ordinary , pasty lumpen"
1,see people working so hard at leading lives of sexy intrigue
1,at leading lives of sexy intrigue
1,of sexy intrigue
1,sexy intrigue
0,"to be revealed by the dispassionate Gantz brothers as ordinary , pasty lumpen"
0,"be revealed by the dispassionate Gantz brothers as ordinary , pasty lumpen"
0,"by the dispassionate Gantz brothers as ordinary , pasty lumpen"
0,"the dispassionate Gantz brothers as ordinary , pasty lumpen"
0,the dispassionate Gantz brothers
0,dispassionate
0,"ordinary , pasty lumpen"
0,", pasty lumpen"
0,lumpen
1,enough to make even Jean-Claude Van Damme look good
1,to make even Jean-Claude Van Damme look good
1,even Jean-Claude Van Damme look good
1,Jean-Claude Van Damme look good
1,look good
0,"But if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie ."
1,"if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie ."
1,if the essence of magic is its make-believe promise of life that soars above the material realm
1,the essence of magic
1,of magic
1,is its make-believe promise of life that soars above the material realm
1,its make-believe promise of life that soars above the material realm
0,its make-believe promise of life
1,promise
1,that soars above the material realm
1,soars above the material realm
1,soars
1,material realm
0,", this is the opposite of a truly magical movie ."
0,this is the opposite of a truly magical movie .
0,is the opposite of a truly magical movie .
0,is the opposite of a truly magical movie
0,the opposite of a truly magical movie
1,of a truly magical movie
1,a truly magical movie
1,truly magical movie
1,truly magical
1,truly
1,magical
0,But its storytelling prowess and special effects are both listless .
0,its storytelling prowess and special effects are both listless .
1,its storytelling prowess and special effects
1,its storytelling prowess and
1,its storytelling prowess
1,storytelling prowess
0,are both listless
0,listless
1,"I stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights ."
1,"stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights ."
1,"stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights"
1,"thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights"
1,"about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights"
1,"how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights"
1,how good
1,"it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights"
1,"all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights"
1,"was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights"
1,"started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights"
1,"doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights"
0,doing nothing
1,"but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights"
1,"reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights"
1,"reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness"
1,"reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled ,"
1,"reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled"
1,"reacting to it - feeling a part of its grand locations ,"
1,feeling a part of its grand locations
1,a part of its grand locations
1,of its grand locations
1,its grand locations
1,grand locations
1,grand
0,as the protagonists struggled
1,protagonists
0,struggled
0,at the mercy of its inventiveness
1,of its inventiveness
1,its inventiveness
1,inventiveness
1,gasping at its visual delights
1,at its visual delights
1,its visual delights
1,visual delights
1,delights
1,helmer
0,is hamstrung by a badly handled screenplay of what is really an amusing concept -- a high-tech tux that transforms its wearer into a superman .
0,hamstrung by a badly handled screenplay of what is really an amusing concept -- a high-tech tux that transforms its wearer into a superman
0,hamstrung
0,by a badly handled screenplay of what is really an amusing concept -- a high-tech tux that transforms its wearer into a superman
0,a badly handled screenplay of what is really an amusing concept -- a high-tech tux that transforms its wearer into a superman
0,a badly handled screenplay
0,badly handled screenplay
0,badly handled
1,of what is really an amusing concept -- a high-tech tux that transforms its wearer into a superman
1,what is really an amusing concept -- a high-tech tux that transforms its wearer into a superman
1,what is really an amusing concept
1,is really an amusing concept
1,an amusing concept
1,amusing concept
1,that transforms its wearer into a superman
1,transforms its wearer into a superman
1,transforms its wearer
0,"One Hour Photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director Mark Romanek 's self-conscious scrutiny to happen , that finally get under your skin ."
0,"One Hour Photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director Mark Romanek 's self-conscious scrutiny to happen , that finally get under your skin"
0,"One Hour Photo may seem disappointing in its generalities , but"
0,"One Hour Photo may seem disappointing in its generalities ,"
0,One Hour Photo may seem disappointing in its generalities
0,may seem disappointing in its generalities
0,seem disappointing in its generalities
0,seem disappointing
0,disappointing
0,"it 's the little nuances that perhaps had to escape from director Mark Romanek 's self-conscious scrutiny to happen , that finally get under your skin"
0,"'s the little nuances that perhaps had to escape from director Mark Romanek 's self-conscious scrutiny to happen , that finally get under your skin"
0,"the little nuances that perhaps had to escape from director Mark Romanek 's self-conscious scrutiny to happen ,"
0,the little nuances
0,had to escape from director Mark Romanek 's self-conscious scrutiny
0,to escape from director Mark Romanek 's self-conscious scrutiny
1,escape
0,from director Mark Romanek 's self-conscious scrutiny
0,scrutiny
0,confrontational stance
0,confrontational
1,Todd Solondz takes aim on political correctness and suburban families .
0,A processed comedy chop suey .
0,processed comedy
1,"eventually arrives at its heart , as simple self-reflection meditation ."
1,"arrives at its heart , as simple self-reflection meditation ."
1,"arrives at its heart , as simple self-reflection meditation"
1,"its heart , as simple self-reflection meditation"
1,"its heart ,"
1,its heart
1,as simple self-reflection meditation
0,"Proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness ."
0,"Proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness"
0,"a lovely trifle that , unfortunately , is a little too in love with its own cuteness"
1,a lovely trifle
1,lovely trifle
1,lovely
0,", unfortunately , is a little too in love with its own cuteness"
0,"unfortunately , is a little too in love with its own cuteness"
0,is a little too in love with its own cuteness
0,is a little too in love
1,with its own cuteness
1,its own cuteness
1,own cuteness
1,cuteness
1,So purely enjoyable that you might not even notice it 's a fairly straightforward remake of Hollywood comedies such as Father of the Bride .
1,purely enjoyable that you might not even notice it 's a fairly straightforward remake of Hollywood comedies such as Father of the Bride .
1,purely enjoyable that you might not even notice it
1,purely enjoyable
1,fairly straightforward
1,straightforward
1,Hollywood comedies such as Father of the Bride
1,"An intelligent , multi-layered and profoundly humanist -LRB- not to mention gently political -RRB- meditation on the values of knowledge , education , and the affects of cultural and geographical displacement ."
1,"An intelligent , multi-layered and profoundly humanist -LRB- not to mention gently political -RRB- meditation on the values of knowledge , education , and the"
1,"An intelligent , multi-layered and profoundly humanist -LRB- not to mention gently political -RRB- meditation"
1,"intelligent , multi-layered and profoundly humanist -LRB- not to mention gently political -RRB- meditation"
1,", multi-layered and profoundly humanist -LRB- not to mention gently political -RRB- meditation"
1,multi-layered and profoundly humanist -LRB- not to mention gently political -RRB- meditation
1,multi-layered and profoundly
1,multi-layered
1,profoundly
1,humanist -LRB- not to mention gently political -RRB- meditation
1,gently political
1,"the values of knowledge , education , and the"
1,"knowledge , education , and"
1,affects of cultural and geographical displacement .
1,cultural
0,displacement
0,"I 'm not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen ."
0,"'m not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen ."
0,"'m not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen"
1,'m not
0,"sure which is worse : the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen"
0,"which is worse : the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen"
0,"is worse : the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen"
0,"worse : the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen"
0,worse
0,": the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen"
0,"the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen"
0,the poor acting
0,poor acting
0,"by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen"
0,"the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen"
0,"the ensemble cast , the flat dialogue by Vincent R. Nebrida or"
1,ensemble cast
0,the flat dialogue by Vincent R. Nebrida
0,the flat dialogue
0,flat dialogue
1,Nebrida
0,the gutless direction by Laurice Guillen
0,the gutless direction
0,gutless direction
0,gutless
1,by Laurice Guillen
1,"A sexy , peculiar and always entertaining costume drama set in Renaissance Spain , and the fact that it 's based on true events somehow makes it all the more compelling ."
1,"A sexy , peculiar and always entertaining costume drama set in Renaissance Spain , and the fact that it 's based on true events"
1,"A sexy , peculiar and always entertaining costume drama"
1,"sexy , peculiar and always entertaining costume drama"
1,", peculiar and always entertaining costume drama"
1,peculiar and always entertaining costume drama
1,peculiar and always entertaining
1,always entertaining
1,Spain
1,true events
1,somehow makes it all the more compelling .
1,makes it all the more compelling .
1,makes it all the more compelling
1,it all the more compelling
1,all the more compelling
1,more compelling
1,The Santa Clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .
1,proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .
1,proves itself a more streamlined and thought out encounter than the original could ever have hoped to be
1,proves itself a more streamlined
1,more streamlined
1,thought out encounter than the original could ever have hoped to be
1,thought out
1,encounter than the original could ever have hoped to be
1,the original could ever have hoped to be
1,could ever have hoped to be
0,"Goldmember has none of the visual wit of the previous pictures , and it looks as though Jay Roach directed the film from the back of a taxicab ."
0,"Goldmember has none of the visual wit of the previous pictures , and it looks as though Jay Roach directed the film from the back of a taxicab"
0,"Goldmember has none of the visual wit of the previous pictures , and"
0,"Goldmember has none of the visual wit of the previous pictures ,"
0,Goldmember has none of the visual wit of the previous pictures
0,has none of the visual wit of the previous pictures
0,none of the visual wit of the previous pictures
1,the visual wit of the previous pictures
1,the visual wit
0,it looks as though Jay Roach directed the film from the back of a taxicab
0,looks as though Jay Roach directed the film from the back of a taxicab
0,as though Jay Roach directed the film from the back of a taxicab
0,though Jay Roach directed the film from the back of a taxicab
0,directed the film from the back of a taxicab
1,"It 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth ."
1,"'s a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth ."
1,"'s a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth"
1,"a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth"
1,"a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as"
1,"a sweet , laugh-a-minute crowd pleaser that lifts your spirits"
1,"a sweet , laugh-a-minute crowd pleaser"
1,"sweet , laugh-a-minute crowd pleaser"
1,", laugh-a-minute crowd pleaser"
1,laugh-a-minute crowd pleaser
1,laugh-a-minute
1,crowd pleaser
1,pleaser
1,that lifts your spirits
1,lifts your spirits
1,Highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it .
1,recommended as an engrossing story about a horrifying historical event and the elements which contributed to it .
1,recommended as an engrossing story about a horrifying historical event and the elements which contributed to it
1,as an engrossing story about a horrifying historical event and the elements which contributed to it
1,an engrossing story about a horrifying historical event and the elements which contributed to it
1,an engrossing story about a horrifying historical event and
1,an engrossing story about a horrifying historical event
1,an engrossing story
1,engrossing story
1,engrossing
0,about a horrifying historical event
1,historical event
0,Goes on and on to the point of nausea .
0,Goes on and on to the point of nausea
0,on and on to the point of nausea
0,to the point of nausea
0,the point of nausea
0,nausea
1,"-RRB- matured quite a bit with Spider-Man , even though it 's one of the most plain white toast comic book films"
0,"matured quite a bit with Spider-Man , even though it 's one of the most plain white toast comic book films"
1,"matured quite a bit with Spider-Man ,"
1,matured quite a bit
0,'s one of the most plain white toast comic book films
0,one of the most plain white toast comic book films
0,the most plain white toast comic book films
0,most plain
0,"It 's about as convincing as any other Arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic ."
0,"'s about as convincing as any other Arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic ."
0,"'s about as convincing as any other Arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic"
0,"'s about as convincing as any other Arnie musclefest , but has a little too much resonance with real world events and"
0,"'s about as convincing as any other Arnie musclefest , but has a little too much resonance with real world events"
0,"'s about as convincing as any other Arnie musclefest ,"
0,'s about as convincing as any other Arnie musclefest
0,as any other Arnie musclefest
0,a little too much resonance with real world events
0,too much resonance
1,resonance
1,with real world events
0,ultimately comes off as insultingly simplistic
0,comes off as insultingly simplistic
0,insultingly simplistic
0,insultingly
0,"An unbelievably stupid film , though occasionally fun enough to make you forget its absurdity ."
0,"An unbelievably stupid film , though occasionally fun enough to make you"
0,An unbelievably stupid film
0,unbelievably stupid
1,though occasionally fun enough to make you
1,occasionally fun enough
1,occasionally fun
0,forget its absurdity .
0,forget its absurdity
0,forget
0,its absurdity
0,absurdity
1,"In between the icy stunts , the actors spout hilarious dialogue about following your dream and ` just letting the mountain tell you what to do . '"
1,spout hilarious dialogue about following your dream and ` just letting the mountain tell you what to do
1,spout hilarious dialogue
1,hilarious dialogue
1,following your dream
1,your dream
1,` just letting the mountain tell you what to do
1,A modestly surprising movie .
1,A modestly surprising movie
1,modestly surprising movie
1,modestly surprising
1,modestly
1,... a powerful sequel and one of the best films of the year .
1,a powerful sequel and one of the best films of the year .
1,a powerful sequel and one of the best films of the year
1,a powerful sequel and one
1,a powerful sequel and
1,a powerful sequel
1,powerful sequel
1,of the best films of the year
1,the best films of the year
1,the best films
1,best films
1,"Combines improbable melodrama -LRB- gored bullfighters , comatose ballerinas -RRB- with subtly kinky bedside vigils and sensational denouements , and yet at the end , we are undeniably touched ."
0,"Combines improbable melodrama -LRB- gored bullfighters , comatose ballerinas -RRB- with subtly kinky bedside vigils and sensational denouements , and yet at the end"
1,"improbable melodrama -LRB- gored bullfighters , comatose ballerinas -RRB- with subtly kinky bedside vigils and sensational denouements , and yet at the end"
1,"melodrama -LRB- gored bullfighters , comatose ballerinas -RRB- with subtly kinky bedside vigils and sensational denouements"
0,comatose ballerinas
0,comatose
1,subtly kinky bedside vigils and sensational denouements
1,subtly kinky bedside vigils and
1,sensational denouements
1,", and yet at the end"
1,we are undeniably touched .
1,are undeniably touched .
1,are undeniably touched
1,undeniably touched
1,touched
1,"This is one of Mr. Chabrol 's subtlest works , but also one of his most uncanny ."
1,"is one of Mr. Chabrol 's subtlest works , but also one of his most uncanny ."
1,"is one of Mr. Chabrol 's subtlest works , but also one of his most uncanny"
1,"one of Mr. Chabrol 's subtlest works , but also one of his most uncanny"
1,"one of Mr. Chabrol 's subtlest works ,"
1,one of Mr. Chabrol 's subtlest works
1,of Mr. Chabrol 's subtlest works
1,Mr. Chabrol 's subtlest works
1,subtlest works
1,most uncanny
1,uncanny
1,is strictly a lightweight escapist film .
0,is strictly a lightweight escapist film
1,escapist film
0,It 's actually too sincere --
0,It 's actually too sincere
0,the crime movie equivalent
1,crime movie equivalent
0,crime
0,"If the title is a Jeopardy question , then the answer might be `` How does Steven Seagal come across these days ? ''"
0,does Steven Seagal come across these days ?
1,Steven Seagal
0,Seagal
0,"Unambitious writing emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook ."
0,Unambitious writing
0,Unambitious
0,"emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook"
0,using a plot that could have come from an animated-movie screenwriting textbook
0,come from an animated-movie screenwriting textbook
0,"Not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired ."
0,"Not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired"
0,Not that any of us
0,should be complaining when a film clocks in around 90 minutes these days
0,be complaining when a film clocks in around 90 minutes these days
1,complaining when a film clocks in around 90 minutes these days
0,complaining
0,the plotting here leaves a lot to be desired
0,here leaves a lot to be desired
0,leaves a lot to be desired
0,lot to be desired
1,"There is a freedom to watching stunts that are this crude , this fast-paced and this insane ."
1,a freedom
1,freedom
0,"that are this crude , this fast-paced and this insane"
0,"this crude , this fast-paced and this insane"
0,"this crude ,"
0,this crude
1,this fast-paced
1,fast-paced
0,this insane
0,` This movie sucks . '
0,This movie sucks . '
0,sucks . '
0,sucks .
0,sucks
0,Dignified CEO 's meet at a rustic retreat and pee against a tree .
1,Dignified CEO
1,Dignified
0,a rustic retreat and pee against a tree
1,against a tree
1,a tree
0,A sugar-coated Rocky whose valuable messages are forgotten 10 minutes after the last trombone honks .
0,A sugar-coated Rocky whose valuable messages are forgotten 10 minutes after the last trombone
0,A sugar-coated Rocky
0,sugar-coated Rocky
0,whose valuable messages are forgotten 10 minutes after the last trombone
0,valuable messages are forgotten 10 minutes after the last trombone
1,valuable messages
1,valuable
0,forgotten 10 minutes after the last trombone
0,forgotten 10 minutes
0,The movie is too amateurishly square to make the most of its own ironic implications .
0,is too amateurishly square to make the most of its own ironic implications
0,is too amateurishly square
0,too amateurishly square
0,amateurishly
1,make the most of its own ironic implications
0,its own ironic implications
1,What sets this romantic comedy apart from most Hollywood romantic comedies is its low-key way of tackling what seems like done-to-death material .
1,sets this romantic comedy apart from most Hollywood romantic comedies
1,sets this romantic comedy apart
1,this romantic comedy
0,most Hollywood romantic comedies
0,is its low-key way of tackling what seems like done-to-death material
